DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P51;P771;P772;P773;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S9A2;P779S14;P780;P780S2;P780S2A1;P780S3;P780S3A1;P780S4;P780S4A1;FEX_C
7160429;5;1;5;2;1;4; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;45,6448650061479
7160433;2;1;2;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;3; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;39,7595388727785
7160436;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;44,3249058483769
7160437;2;1;2;2;1;4; ;1;3; ; ;3000;1;3; ; ;1000;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;43,3158929677705
7160437;6;1;6;2;1;4; ;1;3; ; ;2000;2; ; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;43,3158929677705
7160439;4;1;4;1; ; ;3;1;3; ; ;10000;1;3; ; ;6000;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;40,472848856296
7160439;9;1;9;1; ; ;3;1;3; ; ;6000;1;3; ; ;6000;1;5; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;40,472848856296
7160439;10;1;10;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;5; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;40,472848856296
7160445;4;1;4;2;2;6; ;1;4; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;33,668932337346
7160446;2;1;2;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;40,805273798281
7160453;5;1;5;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;67,4228946133546
7160455;3;1;3;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;62,1988932308687
7160455;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;1;62,1988932308687
7160458;2;1;2;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;52,6692851315726
7160462;7;1;7;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;43,9270637848712
7160471;3;1;3;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;45,2267267987782
7160471;4;1;4;3;2;1; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;45,2267267987782
7160472;5;1;5;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;42,8534607335633
7160475;3;1;3;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;41,3827155952694
7160483;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1;3;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;32,7478366595882
7160484;2;1;2;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;3; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;43,7238954181065
7160488;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;3; ; ; ; ;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;50,1819116986929
7160490;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;58,3479453158462
7160494;8;1;8;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;49,0544413993392
7160495;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;52,7265425795688
7160495;5;1;5;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;52,7265425795688
7160511;5;1;5;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;43,8761829501769
7160511;6;1;6;2;1;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;43,8761829501769
7160513;4;1;4;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;39,328528785218
7160515;5;1;5;3;2;6; ;2; ; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;31,7967618819718
7160515;6;1;6;3;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;31,7967618819718
7160521;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;21,2258606616528
7160522;7;1;7;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;51,8365740955968
7160523;3;1;3;2;2;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;30,6875819100463
7160525;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;45,9614350173075
7160526;4;1;4;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;33,0975293546368
7160527;8;1;8;2;1;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;54,9441831333467
7160527;9;1;9;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;54,9441831333467
7160528;5;1;5;5;1;1; ;1;4; ; ; ;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;46,6774782704106
7160529;8;1;8;2;2;6; ;2; ; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;45,4459382867318
7160529;9;1;9;2;2;6; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;45,4459382867318
7160531;6;1;6;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;39,6581428291308
7160532;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;77,7067378164699
7160539;6;1;6;5;2;1; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;36,8725194546334
7160540;3;1;3;1; ; ;1;1;3; ; ;3000;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;77,7067378164699
7160542;2;1;2;1; ; ;1;1;3; ; ;5000;1;3; ; ;2000;1;1; ; ; ; ;1;2;1;2; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;2; ; ; ; ;2; ;2; ;2; ;30,1493002872501
7160547;4;1;4;1; ; ;3;1;3; ; ;3000;1;3; ; ;3000;1;3; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ;1;2;1;3; ; ; ; ; ; ; ; ;2; ;2; ;2; ;28,6782162875783
7160560;3;1;3;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ;1;1; ; ;1;2;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;40,3954881703748
7160561;6;1;6;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;58,2953259795794
7160562;2;1;2;4;2;6; ;1;4; ; ; ;1;4; ; ; ;2; ;2;25;4; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;26,090875173962
7160567;6;1;6;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;4; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;2;1;2; ; ; ; ; ; ; ; ;1;2;2; ;2; ;3,3009379695714
7160568;2;1;2;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1;1;1; ; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;7,22000769362093
7160569;3;1;3;1; ; ;3;1;3; ; ;12000;1;3; ; ;8000;1;4; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;6,76677795341182
7160570;7;1;7;5;1;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,97990636632189
7160579;4;1;4;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;5,43957748348883
7160585;3;1;3;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;5,43957748348883
7160588;3;1;3;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160591;8;1;8;2;2;1; ;1;3; ; ;6000;1;3; ; ;6000;1;7; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160591;9;1;9;2;2;6; ;1;3; ; ;6000;1;3; ; ;6000;1;7; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160600;4;1;4;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;5,43957748348883
7160601;3;1;3;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160601;4;1;4;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160603;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160607;4;1;4;2;2;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160609;3;1;3;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;3; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160609;4;1;4;3;1;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;5,43957748348883
7160611;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;9,32422903237523
7160612;3;1;3;5;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ;2; ;2; ;2; ;9,33951462457089
7160612;5;1;5;5;2;5; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;9,33951462457089
7160624;3;1;3;1; ; ;5;2; ; ; ; ;1;3; ; ;3500;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;19,3435817001576
7160624;4;1;4;2;2;6; ;1;3; ; ;3000;1;3; ; ;4000;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;19,3435817001576
7160636;3;1;3;1; ; ;2;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;21,2205353632719
7160638;2;1;2;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;12,7661225175326
7160646;3;1;3;2;2;4; ;1;3; ; ;1500;1;3; ; ;1500;1;2; ; ; ; ;1;2;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;7,9961757217742
7160651;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;8,02379038157003
7160653;4;1;4;2;2;4; ;1;3; ; ;1500;1;3; ; ;1500;1;2; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;2,99822390072643
7160654;2;1;2;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;6,00746602218286
7160655;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;2,89914696462602
7160655;5;1;5;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;2,89914696462602
7160665;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;3,02583856052226
7160667;3;1;3;6;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;5,72293271780365
7160667;4;1;4;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;5,72293271780365
7160675;5;1;5;1; ; ;1;1;3; ; ;3000;1;3; ; ;3000;1;3; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;70,8333828188093
7160675;6;1;6;5;2;6; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ; ; ;2; ;1;2;1;2;70,8333828188093
7160678;2;1;2;3;2;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1;1;2;1;2; ; ; ; ; ; ; ; ;2; ;1;2;1;2;21,0907167611542
7160679;4;1;4;1; ; ;1;1;1; ; ; ;1;1; ; ; ;1;1; ; ; ; ;1;2;1;2; ; ;1;1; ; ;1;1; ; ;1;2;1;2; ; ; ; ; ; ;2; ;2; ;1;2;19,5171089709143
7160685;5;1;5;1; ; ;3;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2;1;2;1;2; ; ;1;2;1;2;1;2;1;2;1;2; ; ; ; ;2; ;2; ;2; ;20,1383077743858
7160686;3;1;3;2;1;8; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;2;1;1;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;17,6342300201592
7160694;9;1;9;2;1;4; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;2; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;22,0866003189963
7160695;3;1;3;2;1;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;2;1;2; ; ;1;3;1;1; ; ;1;1;1;2; ; ; ; ; ; ;2; ;2; ;1;2;17,2845601322343
7160697;3;1;3;2;1;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ;1;1; ; ;1;1; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;1;2;20,0357179234226
7160698;3;1;3;2;1;1; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2;1;2; ; ;1;2; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;1;2;15,9135969031685
7160701;4;1;4;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1;2;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;1;2;21,2562935309962
7160702;4;1;4;2;1;6; ;1;4; ; ; ;1;3; ; ;2000;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;2;14,3762478588744
7160704;4;1;4;2;1;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;15,87397242384
7160710;4;1;4;2;2;5; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ;1;3; ; ;1;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;17,0343295723806
7160714;3;1;3;2;1;4; ;1;1; ; ; ;1;1; ; ; ;1;1; ; ; ; ; ; ;1;2; ; ;1;2; ; ;1;2;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;15,3327697666205
7160721;8;1;8;2;2;1; ;1;1; ; ; ;1;1; ; ; ;1;7; ; ; ; ;1;1;1;2; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;22,0469758396678
7160725;3;1;3;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;2;15,3327697666205
7160730;4;1;4;2;1;4; ;1;1; ; ; ;1;1; ; ; ;1;2; ; ; ; ;1;1;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;1;1;17,0343295723806
7160736;3;1;3;1; ; ;2;1;3; ; ;15000;1;3; ; ;8000;1;2; ; ; ; ;1;2;1;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;36,0072715147516
7160737;3;1;3;5;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;35,6482984457317
7160742;2;1;2;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ;1;1;1;2; ; ;1;2; ; ; ; ;1;2;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;38,959775780728
7160747;4;1;4;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;2; ;2; ;2; ;37,9194203711297
7160776;3;1;3;2;2;4; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;8,31301452810035
7160777;2;1;2;5;2;4; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;8,09895168667766
7160780;11;1;11;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;13,2579212768636
7160780;12;1;12;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ;2; ;2; ;2; ;13,2579212768636
7160780;13;1;13;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;13,2579212768636
7160784;8;1;8;2;1;6; ;1;4; ; ; ;1;4; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;12,2109995335638
7160786;4;1;4;2;2;4; ;2; ; ; ; ;2; ; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;2; ;13,3809835760721
7160791;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ;1;2;1;2; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;13,3686516545776
7160809;2;1;2;1; ; ;2;1;3; ; ;10000;1;3; ; ;3000;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;9,40253759257775
7160810;4;1;4;2;1;4; ;1;4; ; ; ;1;4; ; ; ;1;3; ; ; ; ;1;2;1;2;1;2;1;1;1;2;1;3;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;6,24896046222587
7160812;3;1;3;2;2;6; ;1;4; ; ; ;1;4; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1; ; ; ; ; ; ; ; ;2; ;2; ;2; ;12,9501759298474
